YEAR,MONTH,STATE, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATIONPHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ELECTRIC ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED 
2011,10,DC, 3.18 , -   , -   , -   , 3.18 , 1.77 , 1.67 , -   , -   , 3.43 , 459 , 39 , -   , -   , 498 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,3.183,0,0,0,3.183,1.766,1.665,0,0,3.431, 459 , 39 , -   , -   , 498 
2011,10,DE, 13.11 , -   , -   , -   , 13.11 , 4.76 , 6.89 , 1.93 , -   , 13.57 , 801 , 140 , 7 , -   , 948 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 20 , 7 , -   , -   , 27 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,13.112,0,0,0,13.112,4.794,7.039,1.926,0,13.759, 821 , 147 , 7 , -   , 975 
2011,10,FL, 205.26 , 102.65 , 0.02 , -   , 307.93 , 11.34 , 9.22 , 0.06 , -   , 20.62 ," 2,244 ", 370 , 2 , -   ," 2,616 ", 0 , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 6 , 15 , -   , -   , 21 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,205.264,103.135,0.02,0,308.419,11.354,9.258,0.06,0,20.672," 2,250 ", 385 , 2 , -   ," 2,637 "
2011,10,GA, 50.88 , 146.40 , 4.40 , -   , 201.68 , 1.98 , 1.23 , 0.05 , -   , 3.26 , 122 , 70 , 3 , -   , 195 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,50.877,146.4,4.4,0,201.677,1.979,1.229,0.052,0,3.26, 122 , 70 , 3 , -   , 195 
2011,10,HI, 120.58 , 31.72 , -   , -   , 152.30 , 25.51 , 20.18 , -   , -   , 45.69 ," 7,525 ", 592 , -   , -   ," 8,117 ", 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 30 , 6 , -   , -   , 36 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.049,,,0.049,, 1 ,,, 1 ,121.637,31.721,0,0,153.358,25.583,20.319,0,0,45.902," 7,555 ", 599 , -   , -   ," 8,154 "
2011,10,IA, 2.47 , 0.21 , -   , -   , 2.69 , 0.14 , 0.16 , -   , -   , 0.30 , 29 , 18 , -   , -   , 47 , 50 , 30 , -   , -   , 79 , 1 , 4 , 0 , -   , 5 , 87 , 63 , 4 , -   , 154 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00, -   , -   , 1 , -   , 1 ,0,101.15,0,0,101.15,0,1.292,0.346,0,1.638, -   , 3 , 2 , -   , 5 ,52.209,130.914,0,0,183.123,0.874,5.528,2.56,0,8.962, 116 , 84 , 7 , -   , 207 
2011,10,ID, -   , -   , -   , -   , -   , 0.52 , 0.86 , 0.03 , -   , 1.39 , 151 , 44 , 1 , -   , 196 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 63 , 6 , -   , -   , 69 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.051,0.099,0,0,0.15, 15 , 5 , -   , -   , 20 ,0,0,0,0,0,0.941,1.096,0.025,0,2.062, 229 , 55 , 1 , -   , 285 
2011,10,IL, 0.20 , -   , -   , -   , 0.20 , 1.47 , 0.78 , -   , -   , 2.25 , 352 , 80 , -   , -   , 432 , 0 , 8 , -   , -   , 8 , 0 , 2 , -   , -   , 2 , 105 , 25 , -   , -   , 130 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,513.848,0,0,513.848,0,1.2,0,0,1.2, -   , 1 , -   , -   , 1 ,0.292,521.679,0,0,521.971,1.92,3.908,0,0,5.828, 457 , 106 , -   , -   , 563 
2011,10,IN, 1.14 , 0.99 ,,, 2.13 , 0.53 , 0.45 ,,, 0.98 , 135 , 49 ,,, 184 , -   , -   ,,, -   , 0 , 0 ,,, 1 , 67 , 11 ,,, 78 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.2,,,0.2,, 1 ,,, 1 ,1.142,0.99,0,0,2.132,0.763,0.997,0,0,1.76, 202 , 61 , -   , -   , 263 
2011,10,KS, -   , -   , -   , -   , -   , 0.17 , 0.33 , -   , -   , 0.50 , 41 , 17 , -   , -   , 58 , -   , -   , -   , -   , -   , 0 , 1 , -   , -   , 1 , 28 , 15 , -   , -   , 43 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.281,0.868,0,0,1.149, 69 , 32 , -   , -   , 101 
2011,10,KY, 7.41 , 2.79 , -   , -   , 10.20 , 0.25 , 0.59 , -   , -   , 0.84 , 118 , 22 , -   , -   , 140 , 0 , -   , -   , -   , 0 , 0 , -   , -   , -   , 0 , 3 , -   , -   , -   , 3 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,7.438,2.79,0,0,10.228,0.256,0.591,0,0,0.847, 121 , 22 , -   , -   , 143 
2011,10,LA, -   , -   , -   , -   , -   , 4.61 , 0.26 , -   , -   , 4.86 , 927 , 21 , -   , -   , 948 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,4.605,0.258,0,0,4.863, 927 , 21 , -   , -   , 948 
2011,10,MA, 0.54 , 0.27 , -   ,, 0.80 , 6.70 , 20.45 , 0.46 ,, 27.61 ," 1,535 ", 404 , 4 ,," 1,943 ",,,,, -   , 0 , 7 , 1 ,, 8 , 27 , 15 , 1 ,, 43 ,,,,,0.00,0.07,0.44,,,0.50, 53 , 9 ,,, 62 ,,231,,,231,0.321,2.371,,,2.692, 9 , 6 ,,, 15 ,0.535,231.269,0,0,231.804,7.222,30.352,1.059,0,38.633," 1,624 ", 434 , 5 , -   ," 2,063 "
2011,10,MD, 3.29 , 16.16 , -   , -   , 19.45 , 5.01 , 11.82 , -   , -   , 16.83 , 984 , 93 , -   , -   ," 1,077 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 39 , 11 , -   , -   , 50 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,3.288,16.158,0,0,19.446,5.144,11.869,0,0,17.013," 1,023 ", 104 , -   , -   ," 1,127 "
2011,10,ME, 71.85 , 20.36 ,,, 92.21 , 1.63 , 0.81 ,,, 2.44 , 440 , 71 ,,, 511 , 1 , 2 ,,, 3 , 0 , 0 ,,, 1 , 186 , 32 ,,, 218 ,0.00,0.00,,,0.00,0.00,0.00,,,0.00, 1 , -   ,,, 1 ,0.041,18.04,,,18.081,0.159,0.241,,,0.4, 5 , 6 ,,, 11 ,73.091,40.566,0,0,113.657,2.285,1.267,0,0,3.552, 632 , 109 , -   , -   , 741 
2011,10,MI, -   , -   , -   , -   , -   , 3.64 , 1.63 , 0.05 , -   , 5.33 , 552 , 129 , 3 , -   , 684 , -   , -   , -   , -   , -   , 1 , 0 , 0 , -   , 2 , 161 , 38 , 1 , -   , 200 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.005,0,0,0.005, -   , 2 , -   , -   , 2 ,0,0,0,0,0,5.137,1.979,0.054,0,7.17, 713 , 169 , 4 , -   , 886 
2011,10,MN, 2.86 , 1.72 , -   , -   , 4.58 , 0.24 , 0.18 , -   , -   , 0.42 , 83 , 32 , -   , -   , 115 , 26 , 33 , -   , -   , 59 , 1 , 1 , 0 , -   , 1 , 38 , 26 , 1 , -   , 65 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,41.441,0,0,41.441,0,0.185,0,0,0.185, -   , 2 , -   , -   , 2 ,29.104,76.248,0,0,105.352,1.044,0.914,0.02,0,1.978, 121 , 60 , 1 , -   , 182 
2011,10,MO, 1.51 , -   , -   , -   , 1.51 , 1.16 , 2.34 , -   , -   , 3.50 , 230 , 148 , -   , -   , 378 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 32 , 11 , -   , -   , 43 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,1.51,0,0,0,1.51,1.26,2.476,0,0,3.736, 262 , 159 , -   , -   , 421 
2011,10,MT, -   , -   , -   , -   , -   , 1.29 , 0.84 , -   , -   , 2.13 , 490 , 167 , -   , -   , 657 , -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 80 , 27 , -   , -   , 107 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.015,0.07,0,0,0.085, 2 , 2 , -   , -   , 4 ,0,0,0,0,0,1.978,1.254,0,0,3.232, 572 , 196 , -   , -   , 768 
2011,10,NC, 6.02 , 21.26 ,,, 27.28 , 0.42 , 0.68 , -   , -   , 1.10 , 107 , 26 , -   , -   , 133 , 0 ,,,, 0 , 0 , 0 , -   , -   , 0 , 5 , 4 , -   , -   , 9 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,6.125,21.26,0,0,27.385,0.44,0.714,0,0,1.154, 112 , 30 , -   , -   , 142 
2011,10,ND, 0.93 , -   ,,, 0.93 , 0.04 , 0.02 ,,, 0.06 , 5 , 1 ,,, 6 , 3 , -   ,,, 3 , 0 , 0 ,,, 0 , 18 , 1 ,,, 19 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,3.545,0,0,0,3.545,0.281,0.086,0,0,0.367, 23 , 2 , -   , -   , 25 
2011,10,NE, 0.16 , 0.09 , -   , -   , 0.26 , 0.04 , 0.01 , 0.01 , -   , 0.06 , 8 , 2 , 2 , -   , 12 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 4 , 4 , -   , -   , 8 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.464,0.094,0,0,0.558,0.064,0.025,0.008,0,0.097, 12 , 6 , 2 , -   , 20 
2011,10,NH,,,,, -   , 1.66 , 0.79 , 0.29 ,, 2.74 , 448 , 81 , 8 ,, 537 ,,,,, -   , 0 , 0 ,,, 0 , 65 , 10 ,,, 75 ,,,,,0.00,0.00,0.00,0.06,,0.06, -   , -   , 1 ,, 1 ,,,,,0,0.612,0.288,0.239,,1.139, 168 , 13 , 3 ,, 184 ,0,0,0,0,0,2.56,1.215,0.592,0,4.367, 681 , 104 , 12 , -   , 797 
2011,10,NJ, 57.27 , 56.30 , 128.40 , -   , 241.97 , 53.73 , 92.62 , 22.20 , -   , 168.55 ," 6,437 "," 1,095 ", 48 , -   ," 7,580 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 36 , 8 , -   , -   , 44 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.14,0,0,0.14, -   , 1 , -   , -   , 1 ,57.273,56.301,128.4,0,241.974,54.14,92.88,22.197,0,169.217," 6,473 "," 1,104 ", 48 , -   ," 7,625 "
2011,10,NM, 33.84 , 0.25 ,,, 34.09 , 1.65 , 0.13 ,,, 1.78 , 461 , 8 ,,, 469 , -   , -   ,,, -   , 0 , 0 ,,, 0 , 4 , 1 ,,, 5 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,33.841,0.253,0,0,34.094,1.667,0.135,0,0,1.802, 465 , 9 , -   , -   , 474 
2011,10,NV, 512.35 , 694.82 , 42.20 , -   ," 1,249.38 ", 5.81 , 15.11 , 4.08 , -   , 25.01 ," 1,205 ", 306 , 45 , -   ," 1,556 ", 9 , 16 , -   , -   , 26 , 0 , 0 , -   , -   , 0 , 56 , 12 , -   , -   , 68 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.484,17.38,0,0,17.864,0.03,0.108,0.05,0,0.188, 5 , 2 , 1 , -   , 8 ,522.167,728.606,42.2,0,1292.973,6.097,15.413,4.132,0,25.642," 1,266 ", 320 , 46 , -   ," 1,632 "
2011,10,NY, -   , -   , -   , -   , -   , 9.80 , 7.10 , -   , -   , 16.90 ," 1,797 ", 340 , -   , -   ," 2,137 ",,,,, -   , 0 , 0 ,,, 1 , 60 , 10 ,,, 70 ,,,,,0.00,0.00,0.00,,,0.00, 1 , -   ,,, 1 ,,,,,0,0.108,2.685,,,2.793, 11 , 6 ,,, 17 ,0,0,0,0,0,10.313,9.971,0,0,20.284," 1,869 ", 356 , -   , -   ," 2,225 "
2011,10,OH, -   , -   , -   , -   , -   , 2.89 , 15.70 , 0.40 , -   , 18.99 , 608 , 371 , 9 , -   , 988 , -   , -   , -   , -   , -   , 1 , 8 , 0 , -   , 10 , 217 , 90 , 3 , -   , 310 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.001,2.17,0.5,0,2.671, 1 , 6 , 1 , -   , 8 ,0,0,0,0,0,4.275,26.047,1.145,0,31.467, 827 , 467 , 13 , -   ," 1,307 "
2011,10,OK, 1.11 , -   , -   , -   , 1.11 , 0.28 , 0.14 , -   , -   , 0.43 , 96 , 8 , -   , -   , 104 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 15 , 9 , -   , -   , 24 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.012,0,0,0,0.012, 2 , -   , -   , -   , 2 ,1.137,0,0,0,1.137,0.392,0.394,0,0,0.786, 113 , 17 , -   , -   , 130 
2011,10,OR, 211.56 , 240.94 , -   , -   , 452.50 , 7.65 , 11.46 , 0.37 , -   , 19.49 ," 2,103 ", 298 , 16 , -   ," 2,417 ", 3 , 12 , -   , -   , 15 , 0 , 0 , -   , -   , 1 , 25 , 7 , -   , -   , 32 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.053,0,0,0,0.053,0.008,1.026,0,0,1.034, 1 , 8 , -   , -   , 9 ,214.595,253.03,0,0,467.625,7.856,12.96,0.368,0,21.184," 2,129 ", 313 , 16 , -   ," 2,458 "
2011,10,PA, 5.67 , 0.81 , -   , -   , 6.47 , 35.11 , 56.14 , 13.40 , -   , 104.64 ," 4,767 ", 641 , 58 , -   ," 5,466 ", -   , 0 , -   , -   , 0 , 1 , 0 , 0 , -   , 1 , 158 , 42 , 1 , -   , 201 ,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01, -   , 1 , -   , -   , 1 ,0,0,0,0,0,0.087,4.306,0,0,4.393, 5 , 17 , -   , -   , 22 ,5.668,0.89,0,0,6.558,35.748,60.691,13.404,0,109.843," 4,930 ", 701 , 59 , -   ," 5,690 "
2011,10,RI,,,,, -   , 0.57 , 0.72 ,,, 1.29 , 134 , 38 ,,, 172 , 1 , -   , -   , -   , 1 , 0 , 2 , -   , -   , 2 , 9 , 6 , -   , -   , 15 ,,,,,0.00,0.00,0.00,,,0.00, 1 , 1 ,,, 2 ,,,,,0,,,,,0,,,,, -   ,1.189,0,0,0,1.189,0.602,3.092,0,0,3.694, 144 , 45 , -   , -   , 189 
2011,10,SC, 17.85 , 1.45 , -   , -   , 19.30 , 0.43 , 0.07 , -   , -   , 0.51 , 132 , 9 , -   , -   , 141 , 0 , -   , -   , -   , 0 , 0 , -   , -   , -   , 0 , 1 , -   , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,17.855,1.449,0,0,19.304,0.433,0.073,0,0,0.506, 133 , 9 , -   , -   , 142 
2011,10,SD, 0.28 , -   ,,, 0.28 , 0.01 , 0.04 ,,, 0.05 , 2 , 2 ,,, 4 , 3 , 3 , -   , -   , 6 , 0 , 0 , -   , -   , 0 , 24 , 2 , -   , -   , 26 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,3.148,2.691,0,0,5.839,0.117,0.07,0,0,0.187, 26 , 4 , -   , -   , 30 
2011,10,TN, 1.03 , 8.07 , 25.24 , -   , 34.34 , 0.02 , 0.21 , 0.18 , -   , 0.40 , 6 , 10 , 1 , -   , 17 , -   , -   , -   , -   , -   , -   , 0 , -   , -   , 0 , -   , 1 , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1.031,8.067,25.24,0,34.338,0.015,0.216,0.18,0,0.411, 6 , 11 , 1 , -   , 18 
2011,10,TX, 6.70 , -   ,,, 6.70 , 1.61 , 0.55 ,,, 2.16 , 142 , 36 ,,, 178 , -   , -   ,,, -   , 0 , 0 ,,, 0 , 23 , 6 ,,, 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,6.695,0,0,0,6.695,1.675,0.639,0,0,2.314, 165 , 42 , -   , -   , 207 
2011,10,UT, 0.52 , -   , -   , -   , 0.52 , 0.78 , 1.34 , -   , -   , 2.12 , 248 , 53 , -   , -   , 301 ,,,,, -   , 0 , 0 , -   , -   , 0 , 5 , 2 , -   , -   , 7 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0.003,0.152,0,0,0.155, 1 , 3 , -   , -   , 4 ,0.524,0,0,0,0.524,0.791,1.493,0,0,2.284, 254 , 58 , -   , -   , 312 
2011,10,VA, -   , 0.33 , -   , -   , 0.33 , 3.18 , 1.50 , 0.02 , -   , 4.70 , 710 , 99 , 1 , -   , 810 ,,,,, -   , 0 , 0 , 0 ,, 0 , 48 , 7 , 1 ,, 56 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0.331,0,0,0.331,3.35,1.533,0.029,0,4.912, 758 , 106 , 2 , -   , 866 
2011,10,VT, 38.21 , 32.74 , -   , -   , 70.95 , 3.79 , 2.26 , 0.20 , -   , 6.25 , 811 , 88 , 4 , -   , 903 , -   , -   ,,, -   , 0 , 0 , -   , -   , 0 , 25 , 4 , -   , -   , 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.365,0.171,0,0,0.536, 55 , 2 , -   , -   , 57 ,38.212,32.736,0,0,70.948,4.324,2.503,0.197,0,7.024, 891 , 94 , 4 , -   , 989 
2011,10,WA, 10.74 , 4.07 , -   , -   , 14.81 , 4.71 , 1.60 , 0.02 , -   , 6.34 ," 1,164 ", 158 , 1 , -   ," 1,323 ", -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 61 , 3 , -   , -   , 64 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.182,0.002,0,0,0.184, 16 , 1 , -   , -   , 17 ,10.743,4.071,0,0,14.814,5.919,1.608,0.024,0,7.551," 1,242 ", 162 , 1 , -   ," 1,405 "
2011,10,WI, 6.66 , 3.81 , -   , -   , 10.46 , 2.18 , 2.19 , 0.02 , -   , 4.39 , 445 , 204 , 1 , -   , 650 , 1 , 0 , -   , -   , 1 , 1 , 2 , -   , -   , 2 , 89 , 75 , -   , -   , 164 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.052,8.42,,,8.472, 2 , 38 ,,, 40 ,7.297,3.94,0,0,11.237,3.079,12.12,0.019,0,15.218, 536 , 317 , 1 , -   , 854 
2011,10,WV, 1.73 , 0.24 ,,, 1.98 , 0.47 , 0.26 ,,, 0.72 , 122 , 23 ,,, 145 , 0 , -   ,,, 0 , 0 , 0 ,,, 0 , 26 , 4 ,,, 30 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.001,,,0.001,, 1 ,,, 1 ,1.747,0.242,0,0,1.989,0.548,0.274,0,0,0.822, 148 , 28 , -   , -   , 176 
2011,10,WY, 8.70 , 2.07 , -   , -   , 10.77 , 0.14 , 0.13 , -   , -   , 0.26 , 43 , 12 , -   , -   , 55 , 44 , 8 , 3 , -   , 54 , 0 , 0 , 0 , -   , 1 , 155 , 7 , 1 , -   , 163 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0,0,0,0,0, -   , -   , -   , -   , -   ,52.226,10.327,2.587,0,65.14,0.568,0.354,0.04,0,0.962, 198 , 19 , 1 , -   , 218 
2011,11,AK, 0.42 , 0.02 , -   ,, 0.44 , 0.06 , 0.02 , 0.03 ,, 0.10 , 23 , 7 , 4 ,, 34 , 2 , 0 ,,, 2 , 0 , 0 ,,, 0 , 26 , 6 ,,, 32 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.568,0.094,0,0,2.662,0.145,0.043,0.028,0,0.216, 49 , 13 , 4 , -   , 66 
2011,11,AR,,,,, -   , 0.54 , 0.14 ,,, 0.68 , 117 , 15 ,,, 132 ,,,,, -   , 0 , 0 ,,, 0 , 6 , 4 ,,, 10 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.573,0.199,0,0,0.772, 123 , 19 , -   , -   , 142 
