Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,Month,State,Utility Number,Utility Name,Data Status,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,1,CO,6604,City of Fort Collins - (CO),Preliminary,DC,9.254,1.550,0.302,0.000,11.106,"1,602",62,5,0,"1,669",0.214,0.050,0.000,0.000,0.264,31,1,0,0,32,0.620,0.000,0.000,0.000,0.620,200,0,0,0,200,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.464,0.000,1.464,0,0,3,0,3,0.000,0.000,0.000,0.000,0.000,9.875,1.550,1.766,0.000,13.191,"1,803",62,8,0,"1,873",0.000,0.000,0.000,0.000,0.000
2020,1,CO,9336,Intermountain Rural Elec Assn,Preliminary,AC,16.767,0.056,0.000,0.000,16.823,"2,850",4,0,0,"2,854",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.032,0.000,0.000,0.000,0.032,14,0,0,0,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,16.799,0.056,NM,0.000,16.855,"2,864",4,0,0,"2,868",0.000,0.000,0.000,0.000,0.000
2020,1,CO,12866,Moon Lake Electric Assn Inc,Preliminary,AC,0.006,0.100,0.000,0.000,0.106,1,5,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.210,0.000,0.000,0.210,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.100,NM,0.000,0.106,1,5,0,0,6,0.000,0.210,0.000,0.000,0.210
2020,1,CO,15257,"Poudre Valley REA, Inc",Preliminary,DC,5.279,0.283,0.032,.,5.594,691,22,2,.,715,.,.,.,.,0.000,.,.,.,.,0,0.743,.,.,.,0.743,161,.,.,.,161,72.971,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.022,0.283,0.032,0.000,6.337,852,22,2,0,876,72.971,0.000,0.000,0.000,72.971
2020,1,CO,15466,Public Service Co of Colorado,Preliminary,DC,175.990,122.242,0.639,.,298.871,"31,475","2,308",13,.,"33,796",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,175.990,122.242,0.639,0.000,298.871,"31,475","2,308",13,0,"33,796",0.000,0.000,0.000,0.000,0.000
2020,1,CO,16603,"San Luis Valley R E C, Inc",Preliminary,AC,0.523,0.104,0.124,.,0.751,102,11,6,.,119,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,.,.,.,0.003,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.526,0.104,0.124,0.000,0.754,104,11,6,0,121,0.000,0.000,0.000,0.000,0.000
2020,1,CO,19499,"United Power, Inc",Preliminary,AC,26.871,0.549,0.021,0.000,27.441,"4,393",14,1,0,"4,408",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.022,0.012,0.000,0.000,0.034,8,2,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,26.893,0.561,0.021,0.000,27.475,"4,401",16,1,0,"4,418",0.000,0.000,0.000,0.000,0.000
2020,1,CO,27058,"High West Energy, Inc",Preliminary,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,NM,NM,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2020,1,CO,56146,"Black Hills Colorado Electric, LLC",Preliminary,DC,8.324,6.383,0.100,.,14.807,"1,151",216,1,.,"1,368",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,1.800,.,1.800,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.324,6.383,1.900,0.000,16.607,"1,151",216,2,0,"1,369",0.000,0.000,0.000,0.000,0.000
2020,1,CO,99999,Adjustment 2020,Preliminary,,4.633,-17.234,0.161,0.000,-12.440,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.238,0.000,0.000,0.000,-0.238,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.395,-17.234,0.161,0.000,-12.678,.,.,.,.,.,.,.,.,.,.
2020,1,CT,4176,Connecticut Light & Power Co,Preliminary,AC,225.882,143.310,20.090,0.000,389.282,"31,259","1,398",61,0,"32,718",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,36.501,0.000,0.000,36.501,0,239,0,0,239,0.000,0.000,0.000,0.000,0.000,0.086,0.013,0.000,0.000,0.099,17,4,0,0,21,0.000,0.000,0.000,0.000,0.000,0.197,23.990,8.125,0.000,32.312,18,51,15,0,84,0.000,0.000,0.000,0.000,0.000,226.165,203.814,28.215,0.000,458.194,"31,294","1,692",76,0,"33,062",0.000,0.000,0.000,0.000,0.000
2020,1,CT,7716,Groton Dept of Utilities - (CT),Preliminary,AC,4.103,0.291,0.000,0.000,4.394,804,6,0,0,810,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,104.834,3.194,0.000,0.000,108.028,4.103,0.291,NM,0.000,4.394,804,6,0,0,810,104.834,3.194,0.000,0.000,108.028
2020,1,CT,19497,United Illuminating Co,Preliminary,AC,81.985,36.984,4.514,.,123.483,"12,010",266,26,.,"12,302",0.133,.,.,.,0.133,12,.,.,.,12,.,1.502,.,.,1.502,.,2,.,.,2,.,.,.,.,0.000,.,0.030,0.100,.,0.130,.,1,1,.,2,.,0.000,3.860,.,3.860,.,9.478,0.210,.,9.688,.,19,2,.,21,.,516.440,30.300,.,546.740,81.985,47.994,4.824,0.000,134.803,"12,010",288,29,0,"12,327",0.000,516.440,34.160,0.000,550.600
2020,1,CT,20038,Town of Wallingford - (CT),Preliminary,AC,0.072,0.452,0.000,0.000,0.524,12,4,0,0,16,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.946,16.745,0.000,0.000,18.691,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.452,NM,0.000,0.524,12,4,0,0,16,1.946,16.745,0.000,0.000,18.691
2020,1,CT,99999,Adjustment 2020,Preliminary,,0.097,0.174,.,.,0.271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.097,0.174,.,.,0.271,.,.,.,.,.,.,.,.,.,.
2020,1,DC,15270,Potomac Electric Power Co,Preliminary,AC,34.807,33.831,.,.,68.638,"6,329",497,.,.,"6,826",.,.,.,.,0.000,.,.,.,.,0,0.014,0.149,.,.,0.163,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,34.821,33.980,NM,0.000,68.801,"6,330",500,0,0,"6,830",0.000,0.000,0.000,0.000,0.000
2020,1,DC,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,DE,5027,Delmarva Power,Preliminary,AC,40.704,20.449,1.773,0.000,62.926,"5,272",299,6,0,"5,577",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.007,0.000,0.000,0.031,5,3,0,0,8,.,.,.,.,0.000,0.000,0.500,0.000,0.000,0.500,0,1,0,0,1,.,.,.,.,0.000,40.728,20.956,1.773,0.000,63.457,"5,277",303,6,0,"5,586",0.000,0.000,0.000,0.000,0.000
2020,1,DE,5070,Delaware Electric Cooperative,Preliminary,DC,13.886,3.593,.,.,17.479,"1,753",75,.,.,"1,828",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.005,.,.,0.024,7,1,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.905,3.598,NM,0.000,17.503,"1,760",76,0,0,"1,836",0.000,0.000,0.000,0.000,0.000
2020,1,DE,5335,City of Dover - (DE),Preliminary,DC,3.618,2.036,0.000,0.000,5.654,342,28,0,0,370,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.618,2.036,NM,0.000,5.654,342,28,0,0,370,0.000,0.000,0.000,0.000,0.000
2020,1,DE,13519,City of Newark - (DE),Preliminary,AC,0.380,0.082,0.143,0.000,0.605,105,5,7,0,117,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.380,0.582,0.143,0.000,1.105,105,6,7,0,118,0.000,0.000,0.000,0.000,0.000
2020,1,DE,99999,Adjustment 2020,Preliminary,,0.478,-0.227,3.395,0.000,3.647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.478,-0.227,3.395,0.000,3.647,.,.,.,.,.,.,.,.,.,.
2020,1,FL,6452,Florida Power & Light Co,Preliminary,AC,123.382,31.753,1.259,.,156.394,"16,683",966,16,.,"17,665",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"6,251.855",856.403,8.284,.,"7,116.542",0.007,0.050,.,.,0.057,3,7,.,.,10,0.147,0.099,.,.,0.246,.,0.750,5.199,.,5.949,.,1,3,.,4,.,.,.,.,0.000,123.389,32.553,6.458,0.000,162.400,"16,686",974,19,0,"17,679","6,252.002",856.502,8.284,0.000,"7,116.788"
2020,1,FL,6455,"Duke Energy Florida, LLC",Preliminary,AC,171.646,15.023,5.811,.,192.480,"22,805",468,15,.,"23,288",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"8,552.000",404.000,40.000,.,"8,996.000",0.008,0.001,0.000,.,0.009,3,1,0,.,4,0.100,.,.,.,0.100,0.392,1.050,0.200,.,1.642,25,1,1,.,27,.,.,.,.,0.000,172.046,16.074,6.011,0.000,194.131,"22,833",470,16,0,"23,319","8,552.100",404.000,40.000,0.000,"8,996.100"
2020,1,FL,6457,Florida Public Utilities Co,Preliminary,AC,1.035,0.000,0.000,0.000,1.035,158,0,0,0,158,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.035,NM,NM,0.000,1.035,158,0,0,0,158,0.000,0.000,0.000,0.000,0.000
2020,1,FL,7801,Gulf Power Co,Preliminary,AC,15.920,0.747,.,.,16.667,"2,215",128,.,.,"2,343",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.353,0.000,.,.,0.353,0.002,0.012,.,.,0.014,1,5,.,.,6,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.922,0.759,NM,0.000,16.681,"2,216",133,0,0,"2,349",0.353,0.000,0.000,0.000,0.353
2020,1,FL,9617,JEA,Preliminary,DC,13.722,7.272,.,.,20.994,"1,781",100,.,.,"1,881",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,600.643,205.247,.,.,805.890,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.722,7.272,NM,0.000,20.994,"1,781",100,0,0,"1,881",600.643,205.247,0.000,0.000,805.890
2020,1,FL,18454,Tampa Electric Co,Preliminary,DC,45.487,10.641,0.750,.,56.878,"5,259",168,4,.,"5,431",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,485.853",321.330,9.346,.,"1,816.529",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,45.487,10.691,0.750,0.000,56.928,"5,259",169,4,0,"5,432","1,485.853",321.330,9.346,0.000,"1,816.529"
2020,1,FL,99999,Adjustment 2020,Preliminary,,48.304,13.541,0.001,.,61.846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.304,13.541,0.001,.,61.846,.,.,.,.,.,.,.,.,.,.
2020,1,GA,3916,Cobb Electric Membership Corp,Preliminary,AC,0.590,0.340,.,.,0.930,95,15,.,.,110,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,11.403,5.425,.,.,16.828,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.590,0.340,NM,0.000,0.930,95,15,0,0,110,11.403,5.425,0.000,0.000,16.828
2020,1,GA,9601,Jackson Electric Member Corp - (GA),Preliminary,DC,0.632,2.784,.,.,3.416,89,8,.,.,97,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,16.742,34.693,.,.,51.435,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.632,2.784,NM,0.000,3.416,89,8,0,0,97,16.742,34.693,0.000,0.000,51.435
2020,1,GA,99999,Adjustment 2020,Preliminary,,NM,1.949,0.716,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,1.949,0.716,.,NM,.,.,.,.,.,.,.,.,.,.
2020,1,HI,8287,Hawaii Electric Light Co Inc,Preliminary,AC,66.578,19.909,1.466,.,87.953,"12,168",676,32,.,"12,876",6.211,0.117,0.003,.,6.331,852,10,1,.,863,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.014,0.167,.,0.231,14,1,3,.,18,.,.,.,.,0.000,.,.,0.049,.,0.049,.,.,1,.,1,.,.,.,.,0.000,66.628,19.923,1.682,0.000,88.233,"12,182",677,36,0,"12,895",0.000,0.000,0.000,0.000,0.000
2020,1,HI,10071,Kauai Island Utility Cooperative,Preliminary,AC,17.364,9.642,0.000,0.000,27.006,"4,246",357,0,0,"4,603",3.262,0.000,0.000,0.000,3.262,580,0,0,0,580,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,937.088,354.033,0.000,0.000,"1,291.121",0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,0.167,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,17.374,9.643,NM,0.000,27.017,"4,252",358,0,0,"4,610",937.255,354.033,0.000,0.000,"1,291.288"
2020,1,HI,11843,Maui Electric Co Ltd,Preliminary,AC,65.946,28.431,.,.,94.377,"11,350",962,.,.,"12,312",2.310,0.348,.,.,2.658,340,18,.,.,358,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.057,.,.,0.078,6,5,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,65.967,28.488,NM,0.000,94.455,"11,356",967,0,0,"12,323",0.000,0.000,0.000,0.000,0.000
2020,1,HI,19547,Hawaiian Electric Co Inc,Preliminary,AC,254.470,61.140,.,.,315.610,"51,985","1,646",.,.,"53,631",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.024,.,.,0.025,2,3,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,254.471,61.164,NM,0.000,315.635,"51,987","1,649",0,0,"53,636",0.000,0.000,0.000,0.000,0.000
2020,1,HI,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,IA,9417,Interstate Power and Light Co,Preliminary,AC,22.340,50.293,1.211,0.000,73.844,"2,686","1,699",12,0,"4,397",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,21.646,68.561,2.365,0.000,92.572,0.283,4.486,0.010,0.000,4.779,37,77,1,0,115,1.283,31.119,0.000,0.000,32.402,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,22.623,54.779,1.221,0.000,78.623,"2,723","1,776",13,0,"4,512",22.929,99.680,2.365,0.000,124.974
2020,1,IA,12341,MidAmerican Energy Co,Preliminary,AC,5.322,9.817,0.502,.,15.641,694,274,7,.,975,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.444,9.855,0.000,.,11.299,0.365,1.173,0.006,.,1.544,43,27,1,.,71,0.000,1.120,0.000,.,1.120,.,.,2.290,.,2.290,.,.,2,.,2,.,.,0.000,.,0.000,5.687,10.990,2.798,0.000,19.475,737,301,10,0,"1,048",1.444,10.975,0.000,0.000,12.419
2020,1,IA,99999,Adjustment 2020,Preliminary,,12.947,7.305,1.212,.,21.464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.947,7.305,1.212,.,21.464,.,.,.,.,.,.,.,.,.,.
2020,1,ID,9187,City of Idaho Falls - (ID),Preliminary,AC,0.269,0.084,0.000,0.000,0.353,42,4,0,0,46,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.269,0.087,NM,0.000,0.356,42,5,0,0,47,0.000,0.000,0.000,0.000,0.000
2020,1,ID,9191,Idaho Power Co,Preliminary,DC,37.628,4.031,2.525,.,44.184,"5,111",186,34,.,"5,331",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.131,0.030,0.040,.,0.201,34,5,1,.,40,.,.,.,.,0.000,0.061,0.085,.,.,0.146,6,4,.,.,10,.,.,.,.,0.000,37.820,4.146,2.565,0.000,44.531,"5,151",195,35,0,"5,381",0.000,0.000,0.000,0.000,0.000
2020,1,ID,10454,Kootenai Electric Cooperative,Preliminary,DC,0.235,.,.,.,0.235,28,.,.,.,28,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,40,.,.,.,40,.,.,.,.,0.000,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.305,NM,NM,0.000,0.305,73,0,0,0,73,0.000,0.000,0.000,0.000,0.000
2020,1,ID,11273,Lower Valley Energy Inc,Preliminary,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,NM,NM,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,1,ID,14354,PacifiCorp,Preliminary,DC,7.962,0.630,0.000,0.000,8.592,"1,110",36,0,0,"1,146",0.056,0.026,0.000,0.000,0.082,6,1,0,0,7,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.222,0.057,0.000,0.000,0.279,65,8,0,0,73,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,8.192,0.687,NM,0.000,8.879,"1,177",44,0,0,"1,221",0.000,0.000,0.000,0.000,0.000
2020,1,ID,20169,Avista Corp,Preliminary,AC,0.477,0.228,.,.,0.705,78,15,.,.,93,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.002,.,.,0.015,4,1,.,.,5,.,.,.,.,0.000,0.006,0.065,.,.,0.071,2,1,.,.,3,.,.,.,.,0.000,0.496,0.295,NM,0.000,0.791,84,17,0,0,101,0.000,0.000,0.000,0.000,0.000
2020,1,ID,99999,Adjustment 2020,Preliminary,,-7.280,-0.763,-0.440,0.000,-8.483,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.009,.,.,.,-0.009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-7.289,-0.763,-0.440,0.000,-8.492,.,.,.,.,.,.,.,.,.,.
2020,1,IL,4110,Commonwealth Edison Co,Preliminary,AC,61.987,45.620,.,.,107.607,"8,039",352,.,.,"8,391",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.383,2.329,.,.,2.712,53,11,.,.,64,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,62.370,47.949,NM,0.000,110.319,"8,092",363,0,0,"8,455",0.000,0.000,0.000,0.000,0.000
2020,1,IL,12341,MidAmerican Energy Co,Preliminary,AC,0.824,1.558,.,.,2.382,98,38,.,.,136,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.070,0.818,.,.,0.888,0.002,0.620,.,.,0.622,1,2,.,.,3,0.000,0.000,.,.,0.000,.,1.200,.,.,1.200,.,1,.,.,1,.,0.000,.,.,0.000,0.826,3.378,NM,0.000,4.204,99,41,0,0,140,0.070,0.818,0.000,0.000,0.888
2020,1,IL,13032,Mt Carmel Public Utility Co,Preliminary,AC,0.105,0.093,.,.,0.198,10,5,.,.,15,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,11.861,5.560,.,.,17.421,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.105,0.093,NM,0.000,0.198,10,5,0,0,15,11.861,5.560,0.000,0.000,17.421
2020,1,IL,56697,Ameren Illinois Company,Preliminary,AC,24.096,26.139,.,.,50.235,"2,510",572,.,.,"3,082",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.355,0.135,.,.,0.490,73,22,.,.,95,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.451,26.274,NM,0.000,50.725,"2,583",594,0,0,"3,177",0.000,0.000,0.000,0.000,0.000
2020,1,IL,99999,Adjustment 2020,Preliminary,,14.849,6.581,.,.,21.430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.849,6.581,.,.,21.430,.,.,.,.,.,.,.,.,.,.
2020,1,IN,9273,Indianapolis Power & Light Co,Preliminary,AC,1.776,1.818,.,.,3.594,273,28,.,.,301,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,28.500,9.100,.,.,37.600,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.776,1.868,NM,0.000,3.644,273,29,0,0,302,28.500,9.100,0.000,0.000,37.600
